@RELATION play

@ATTRIBUTE month	{Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec}
@ATTRIBUTE nationalholiday 	{national,nnational}
@ATTRIBUTE schoolseason	{school,nschool,mayschool}
@ATTRIBUTE twodayweekend	{twoday,ntwoday}
@ATTRIBUTE youth	{youth,nyouth,mayyouth}
@ATTRIBUTE specialholiday	{spe,nospe}
@ATTRIBUTE consecutiveholiday	{conse,nconse}
@ATTRIBUTE vacation	{vaca,nvaca,mayvaca}
@ATTRIBUTE result 	{yes,no}

@DATA
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/21
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/22
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/23
Nov,nnational,nschool,ntwoday,nyouth,spe,nconse,nvaca,no		%11/24
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/25
Nov,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%11/26
Nov,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%11/27
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/28
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/29
Nov,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%11/30
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/1
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/2
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/3
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/4
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/5
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/6
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/7
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/8
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/9
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/10
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/11
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/12
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/13
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/14
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/15
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/16
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/17
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/18
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/19
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/20
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/21
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/22
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/23
Dec,nnational,nschool,twoday,nyouth,spe,nconse,nvaca,yes		%12/24
Dec,nnational,nschool,twoday,nyouth,spe,nconse,nvaca,yes		%12/25
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/26
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/27
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/28
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/29
Dec,nnational,nschool,ntwoday,nyouth,nospe,nconse,nvaca,no		%12/30
Dec,nnational,nschool,twoday,nyouth,nospe,nconse,nvaca,yes		%12/31
